Author,Datetime,Title,Content
bebaSA,2020-03-03T10:19+00:00,No longer spotting,"Good afternoon, I'm a married female, age 40, with no children yet. I used contraceptive pills for five years after my marriage which caused a rapid increase in my uterus fibroids. I had a myomectomy surgery in 2018 and have been rechecking with my Gyno yearly. I noticed that I'm no longer spotting during ovulation like how I was before around three years but I still experience cramping and discharging as usual during this time of the month، plus we have been trying to conceive for about one year but with no luck. Is this a sign of an early menopause??"
pamela2016,2020-03-01T16:38+00:00,Is there any certified nurses,is there any certified nurses in this group? would like to ask someone that is a few things
gilly_64426,2020-03-02T23:44+00:00,Heavy arms,"ok ladies, i that we all heard of heavy tired legs but anyones else notice their arms look and feel bigger? is it only me? i swear my arms look like tree trunks and my legs look great."
bev27429,2020-03-02T21:16+00:00,Soooo Frustrated!!,"I have just come off of several days of feeling totally like myself: confident, energetic, optimistic, happy. Now, this morning, the irritability and anger are back again. I am annoyed and agitated, and I hate it. I am trying to go back to the past few days, when I felt perfectly like myself, but I can't help but feel cheated that this cycle of unpredictable moods just keeps on going. Don't get me wrong, I am so happy for the positive times that I have just had, but I am also so exhausted from these mood shifts, and I just want them to be over. I turn 52 later this year, and my periods range from 12 to 101 days, so I figure that I must be getting close to the end of perimenopause. Any sharing of experiences would be greatly appreciated!"
kylie01267,2020-02-27T21:58+00:00,Heavy Cycle,Does anyone get very heavy periods and occasional large clots? Gross I know but I have to ask..sorry ladies
klm1213,2020-03-02T03:22+00:00,Irritation after sex????,Does anybody else have irritation after they've had sex since entering perimenopause???
a52214,2020-03-02T06:53+00:00,No appetite an low estrogen,"I've went 4 months now without a cycle an the test show I'm menepausal.Estogen was.5 extremely low,an so were the other levels. I hear a lot on weight gain but not so much on loss.Ive lost 20 lbs . Is the low appetite an weight loss related to lower estrogen ? an does missing 4 months in a row mean I'm peri or beginning stage ?,I'm 51 an was on BC continually 20 years for endometriosis till a year ago.No hot flashes yet but mood an energy low with joint pain. Also wondered if estrogen effecting phytoestrogen foods help like soy,tumeric,flax seed,nuts,etc Thanks"
lisa07272,2020-02-18T07:59+00:00,Menopause ear pain,"Hi I am so fed up with the strange symptoms of the menopause, the extreme anxiety, palpatations, hot flushes missed beats. but I have had ear pain on and off for months, keep going to the doctors and they say its fine. i have been awake all night again with the pain its awful it radiates into my jaw and up to my head. When I open my mouth wide i get crackling noises in my ears its getting me down now as its so painful. can this really be another symptom of the menopause? I'm really struggling and my family are fed up with me worrying about new symptoms they say everyday there is something it makes me feel such a pain."
tara74591,2020-02-22T00:08+00:00,Perimenopuase :(,"I am on day 5 of my period and an experiencing severe nausea. My period has pretty much stopped so i am not sure what is going on?? I started feeling really foggy headed, slight headache with severe nausea yesterday and it hasnt let up at all. Does anyone else deal with this?? I usually have nausea but its when i ovulate. i have never experienced this early in my cycle. Anyone else???"
Takingtime,2020-02-26T13:51+00:00,Inflammation,"Good morning ladies, I wanted share some information.So I like most of you have been dealing with on and off symptoms that keep popping up. I have had digestive issues, headaches, bladder issues, night sweats, fatigue, cramps, etc....I have also dealt with back pain since I had my first child over 15 years ago. Over the last three years I have undergone so many tests, heart tests, ultra sounds, xrays, urine tests, pap tests....you name it. I have noticed over the last year that I am now getting more and more neck pain, shoulder pain, rib pain, and over all muscle pain anywhere from hips, to legs. I just ignored it because I felt they were just going to say it's stress or anxiety which is what I have been told in the past. I went to my doctor the other day as the pain in my right side has been on going for close to three weeks. She feels it is a pulled muscle, but the thing is I don't know what I did, she says often times this can happen with a pulled muscle you don't feel it happening at the time. Any ways I asked if she could check for arthritis and anything else that can cause pain, as I have not been able to work at my business lately. We are still waiting on one more test which is an autoimmune, but my blood test has come back with high inflammation. All this time I started believing it was all in my head because I was starting to feel that way, but clearly the blood test shows differently. My point is keep searching, don't assume its perimenopause, don't settle for stress and anxiety. I am going to keep searching for the cause of inflammation because I feel I can't be living with a chronic pulled muscle. At my age the inflammation should not be that high. I would suggest all of you that have chronic body pain to be checked for inflammation in the body."
pamela2016,2020-02-28T09:06+00:00,Anyone do this,"i been waking up in the middle of the night extremely hot heart racing and nauseous, anyone else do this? it last a bit then subsides not completely gone but eases then i doze of happens again over and over this started when cycle ended a week ago"
caroline62395,2020-02-28T13:37+00:00,2 month break,"I have just had the best 2 months I have had in 6 years! My period was missing and it felt great, all my symptoms seemed to vanish overnight, I felt like a normal person again and even started a new job. Then just out of the blue my period started, along came the palpitations, anxiety, headache, weird surges from my stomach to my head, waking up in the night and general feelings of doom and gloom. My period is very light but I just wish it had stayed away! On a positive note if I feel like I did when my periods do stop I am very excited, I felt like I had a new lease of life, all be it for a short time. Anyone else experience anything like this? I am 50 in August so they must be coming to the end."
tamsin00119,2020-02-23T19:37+00:00,Freaky creepy Crawley burny skin,"Just another day of this creepy crawly burning skin with numbness in legs... had quite a doozy of a day. A few adrenaline rushes, anxiety, emotional moments and some light headache... so over this... tell me someone else gets like this... I trust the Lord immensely to get me through this... I find myself just talking to God praying for relieve ...not helps me calm down before I hit panic mode."
kylie01267,2020-02-29T01:27+00:00,Not having the best day,"I am not having the best day. My period is so heavy and I feel nauseous and dizzy, like I could fall over. I've been stuck on the loo on and off all morning also..yet again too much info..sorry.Would love to feel 'normal' again"
kelly55079,2020-02-28T17:06+00:00,Do any of you snore?,"During my period- I'm up every 2-3 hoours cuz it's heavy BUT usually once I""m asleep I'm out. I believe I do sleep 7-8 a night but still feel like s**t when I wake up. Every once in awhile someone will tell me I snore. UGH And the other night I guess I was yelling in my sleep but don't remember dreaming. Anyways, just trying to figure this out.Guess I need a sleep study to see if that's whats keeping me from good sleep. Those machines scare me.. Reading about how elevating your head may help-- There is a 'wedge pillow' online but gosh how the hell can I sleep on it-- looks so uncomfortable.. I'm not terribly overweight but yes 20 lbs would be good."
alison2863,2020-02-27T18:55+00:00,Does anyone take Collagen Peptides,Any recommendations appreciated.
porsha16866,2020-02-19T01:08+00:00,Anxiety,"hey ladies, so I am on cycle day 5 of my period and i have had this jittery, weird anxiety feeling all day. dizziness.... I am pretty sure its hormones like rising estrogen but i feel like im gonna crawl outta my skin"
Clare1971,2020-02-28T04:45+00:00,Peri menopause asthma,"Been peri for 4 years most recent symptom is wheezing like asthma symptoms , been to the GP have been given an inhaler , i have no cough . most annoying when lying down in bed . anyone else developed this . so annoying and i am worried sick over it , it just doesnt seem to be going away . also had a lung Xray all clear .. thanks"
patti56271,2020-02-27T01:55+00:00,Thank you,"Just wanted to say a BIG Thank you to everyone of you ladies on this forum. Have been laid up in bed sad and anxious. Cant fall asleep because my shoulders hurt when I roll over. No one understands.I spend hours just reading posts on this forum and feel someone somewhere understands me better than people at home.Used to be active and outgoing and now I am just tired ,anxious and angry. Reading these posts helps.I wish I could meet all the ladies on here someday for drinks on a sunny beach. Thanks!"
Rainbow976,2020-02-26T21:55+00:00,Post Meno women that had hair shedding,"Does it ever stop? And were you left with a decent amount of hair? I am only 43 and used to have thick, wavy dark hair. In my mid 30s, the shedding started but it has increased dramatically in the last few years. I lose so much hair and what is left is now dry, frizzy and gross. Along with all the other symptoms, this is so depressing."
sharon03238,2020-02-26T18:39+00:00,Not sure what this is,"Hello Ladies I suffer from GERD and its been quite bad for a couple of years, i suffer from a red throat (not sore) phlegm in throat, sore dry nose, mouth and eyes, i sneeze alot too! painful sinuses too! my throat gets scratchy at work but calms down at home? this has been happening for about 2 years, anyone else? x"
Pamwhid,2019-12-27T13:26+00:00,Hot flash and Diarhea,"I'm 49 and I have every symptom of peri and I have horrible healthy anxiety. I haven't gotten a period this month, and my symptoms are at an all new level.. I'm so bloated, crampy, twinges of pain. My bowels have been off the last couple of weeks. So I'm at work and had the worst hot flash ever followed by horrible diarrhea. I felt fine before I went to work. As I'm typing I feel a little bit better, but wanted to know if anyone else has had this. Thank you ladies, for all of your support this year."
CarolDR,2020-02-26T20:59+00:00,Sensitive to so many antibiotics,Has anyone ever taken for a flare? : BRAND NAME(S): Biaxin. USES: Clarithromycin is used to treat a wide variety of bacterial infections. This medication can also be used in combination with anti-ulcer medications to treat certain types of stomach ulcers. ... Clarithromycin is known as a macrolide antibiotic. Flagyl causes me horrible side affects including head jerking? BAD dizziness ! The others I can't take at all not even bactrim.
ang28869,2020-02-25T23:35+00:00,Rib charlie horse,Does anyone experience sharp pains in the rib area like a charlie horse or muscle spasms? it usually occurs if i bend over to tie my shoe or when getting out of the car. Then the atea stays sore for a day or two?
jilld27,2020-02-23T19:56+00:00,Leg Pain,"hi do any of you ladies suffer from leg pain , its like a dull ache but its constantly there Its in my lower leg area j x"
a18842,2020-02-25T21:49+00:00,Peri or not .....help,"hi - im 44 next week for the past year i have started experiencing different symptoms (not all together) first it was extremely sore breasts to the point i went and paid for a mammogram (which was fine) then it all settled, i am anxious quite a lot and have ongoing lower back and pelvic pain (again scans and checks with gp all ok) my bloods say im not in peri and because i don't have hot flushes my gp says im not either -- im still having have a period every month be it quite scanty it only lasts for 3 days then i can spot for up to a week..........i get the impression that the gp goes of a text book case for all patients im just wondering even tho bloods say im not could this be my body starting to adjust towards getting ready for it or am i missing something ???? any advice welcome"
Lkl2019,2020-02-23T20:07+00:00,"Feel alone, scared, symptom list, pushing through","hi everyone again, Not a good day today, so feel the need to come here. I have loving friends and family but no one can understand what I.m going thru so I really feel alone. Sometimes I.m okay and sometimes I.m not. Some days and moments are better than others but as soon as some of my symptoms subside and I feel more like my old more confident self then I.m knocked right back down again. I feel like if I knew all of this was normal and that one day I would get relief, it would be much easier to keep pushing, but that is not always the case. Although I have no idea what else could cause all this madness, I still cant help but think I have some virus, cancer or one of my organs is failing. Sounds so severe but so are my symptoms. I cannot do anything these days without all my symptoms flaring. If I stand or do any activity I start to get hot and everything gets red like my legs and arms, face. I start to dry out...dry eyes, lips, mouth, skin. Skin looks really dull. I start to breath heavy, have dizziness (whole body dizziness) and I cant think well, feel l.m drunk and in black hot fog. I also then of course have increased heat/prickly/itchy sensations, stomach starts to gurgle, loss of appetite, anxiety and depression. I can be hot all over but have freezing feet, hands and nose. All this keeps me from being able to live and focus on what I love. It's all so disheartening, confusing and scary. My mind cannot rap my mind around it all and days like today I lack perspective or hope that its temporary. How could such horrible symptoms and body changes be temporary and how long is temporary, 10 years?? Only my love for the old me and my children keep me going. I.m gonna list my symptoms below. Some are obvious as hormonal, some not so much, everyone says I.m too young for this at 41 😦 Hugs to anyone experiencing anything similar. woke up with dead arm Stinging heart Tingling all over body Skin tone darker Skin super soft Feels like bug crawling on skin Hemorrhoids /Fissure Excess saliva Burning up back Boobs deflated Dizziness, off balance, boat feeling Changes in taste, smells Blackheads on my arms Worse symptoms after standing Felt faint after standing Periods closer together, heavier Oil behind ears, forehead, b.w boobs Fingernail ridges Thinning skin Dull skin Changes in skin, blotchy, red...face red Burning eyes, tongue Cravings...orange juice, chocolate cheese Gastritis Brain fog Sick in the mornings Itching in pubic hair area Nerve pain at clitoris Leg muscle twitching, foot cramps Dead skin cells Muscle soreness Trouble writing/puffy hands Heavy breathing Popping/creaking bones Nostalgia Swelling, face puffy one morning had black circles under eyes Sensitive teeth Formication...burning, stinging, numbness Burning sometimes feels like indian burns Acne on back of neck Diarrhea/constipation Lack of focus Facial hair Feeling flat, no emotions Flu like symptoms Armpits smell musty, onions, only one side smells Feet freezing...feet, hands, nose and ears hot with cold patches of skin Hot/cold/chills Insomnia Allergies, allergic to milk Dry lips, mouth, eyes Watery, red eyes Eczema, rashes, hives Morning anxiety/anxiety/depression/panic attacks Thinning body hair, patches of hair loss legs/arms New hair growth Vibrations, thought was cell phone Hot flashes Flu like symptoms Indigestion Bloating Eye changes, blurry vision Nausea Hungry late at night"
pamela2016,2020-02-17T12:34+00:00,Having a panic morning,ok ladies im getting over a UTI im due to start today i went to bathroom wiped and just had light pink discharge is this normal anyone else have this? my stress level is off the charts. does this happen closer to menopause?
cindy17746,2020-02-18T23:15+00:00,Feeling drunk and weak,"Hi Ladies, Have had a bad couple of days. Needing some support. For two days, I have been walking around feeling like I'm having an out of body experience. I feel almost removed from my body-muscles are weak, I am nauseated, can barely concentrate, pressure in my head. And I feel like I'm impaired. It has happened to me before, and I get so down about it. And it comes on unexpectedly! I had just arrived at work, things went downhill within minutes, and I had to go home. I cried for a long time when I got home. This time of life is so hard. People who aren't going through it just don't get it. I just want to feel normal again, and not have to worry about these very alarming symptoms. I know acceptance is key, but some days, I just don't feel it."
joann1972,2020-02-21T17:32+00:00,Rash,Hi Ladies - just another fun day in the life of peri.... Have any of you experienced a heat rash on your legs during peri? I have had this a few times but always thought it was from the sun or something else but now none of that applies. This time it is just on the lower legs and last it was on the upper.....geeze when will this end??? Any help is greatly appreciated as my anxiety is off the charts.
Gypsy014,2020-02-26T04:12+00:00,Burning/pain,"Hi ladies , so I've been experiencing a burning type pain on both my sides of outer butt/hip area .. It seems to be worse right before the last couple of snow storms which have me thinking arthritis in this area now.. Which I have in all my joints, but this burning pain in this area is newer.. Does anyone else experience this?"
NewfieMom,2019-04-24T00:21+00:00,Dropping things,"I have been dropping things SO MUCH! Every day I drop at least 2 or 3 things. This evening as I was getting ready to put 7 new fish into my fish tank the bag they were in slipped out of my hand and splashed all over my office floor. There I was frantically scooping tiny neon tetra fish off the floor and into the tank. My husband (kindly) mentioned it to me that he has noticed me dropping stuff a lot recently. I told him it was probably menopause. But of course now my anxiety is kicking in and I want to make sure this is indeed just this ""lovely"" time and I am not ill with some horrible deadly affliction that my mind wants me to think is happening. Ugh! I just want this to be done."
jo93575,2020-02-25T22:14+00:00,Post menopausal spotting and tender breasts,3 weeks ago i started getting tender breasts and tingling this stopped after about a week and then 3 days ago i had slight spotting which lasted just a day ive also been feeling moody like i did when i had my periods i am post menopausal by nearly 3 years i went to the doctors and have been referred to a specialist really worried has anyone else suffered with this?
hollei9115,2020-02-20T14:18+00:00,New - So Much Anxiety! Globus Sensation? Ear Issues?,"Hi Everyone! I am so glad I found this site! Im 42, and am going through Perimenopause I think.... My anxiety is through the roof! Its taking a toll on me! In December it all hit me like a ton of bricks. I felt like a had a pill stuck in my throat, It would move though front, over to the side, up down. Whatever!! I also kept getting waves of the Blues.. I would cry. Then Id be fine other than the severe Anxiety. I couldnt eat alot, as it would make my panic attacks worse!! Finally close to Christmas It all subsided, and I felt ok.... Late January / Early February the throat thing came back, lightly.. I was on dealing with it then on the 10th... I was having Breakfast with my husband at the Diner, and I went into a complete Panic attack. I felt like my jaw was locking up, my ear had this weird pressure in it. I had to leave the Diner.. Now it's been 10 days and I am back into the rut of panic, anxiety. When I wake up, Im ok. I sit up, I then get a clogged nose, Ear pain or whatever it is. Also had this weird eye twitching.. The throat thing comes and goes. Depending on the day, I have blues or waves of sadness. I feel like Im going CRAZY. I hate all this. Any suggestions for me? I am having a really hard time eating. I tried to eat last night and then thought I felt pain when swallowing food.. I dunno, I anticipate it all! I am scared to death of getting sick. I have 3 wonderful children, and a wonderful Husband.. I shouldn't have all these emotions! Thanks in advance!"
mary27278,2019-07-22T15:30+00:00,Burning Skin,"I posted a few weeks ago about burning skin and I'm.still having this issue. I even wake up with it. It's driving me nuts.. does anyone know what is causing this, what hormone or may be a deficiency in something? I read that deficiency in vitamin b12 can cause it but I know I don't have that just had it checked last month. Then I read that a deficiency in b6 can do also. When I eat certain things it will also trigger it but then again I don't have to eat anything..it just comes out the blue . I woke up with legs burning this morning and has been burning for hours now."
rachel76524,2020-02-24T13:53+00:00,When do you know that peri has ended - advice please,Hello . I'm wondering if any of you ladies can help please . Ive been in this peri hell for 2/3 years initially i was made aware when i had abdo pain - which were diagnosed as ovarian cysts . I am 46 - I'm extremely anxious all the time i cannot drive any more & I don't work at the moment I am really struggling to leave the house - I am experiencing panic attacks & throwing up . I do have ocd ( cleaning ) I did have a bug before xmas - but since then my symptoms have really ramped up ! the aches / sweating/ bleeding lack of then not bleeding when i expect to . The suppliments I have been taken (had a little relief but not much ) aren't working anymore & the sweating & anxiety is really affecting me now - so I'm just wondering if I am coming to the end of peri ? What signs did any of you ladies get when you were moving to menopause please? Or is there no such thing ? Does meno just happen ? Any tips or advice would be greatfully received !! Ive also been refused HRT from gp - I'm so sorry for the long post !! but I'm struggling - a lot x Rachel x
renee61138,2020-02-23T11:49+00:00,Stabbing pain in head,Hello ladies. I am on day 2 of my period and last night I got this strange stabbing pain on left side of head. almost ear levels but towards the back if you could understand. It came with out warning and its been on and off all night. I could sleep but still felt it. Have any of you ladies experienced this before its literally giving me anxiety. I told my husband could this be a stroke symptom but he thinks it's some kind of headache. It only hurts when the stabbing pain comes along. please anyone who has experienced this or similar advice needed. Thank you
hopeforever,2020-02-24T03:26+00:00,AT THE MOVIES EATING POPCORN AND MY TOOTH BROKE OFF. WHAT THE HELL,"Ladies i am at the movies in the bathroom typing this. I was just eating popcorn and suddenly a piece of my second tooth to the back broke off. I have read that women going through peri and meno experience tooth pain and tooth breakage but never thought it could happen to me. Thank God it is a back tooth not noticeable. I can literally put my tongue in the hole. Its not that i don't visit the dentist twice a yr, i went last month for a checkup and cleaning. Everything was just fine. I will have to do a booking tomorrow. Have any of you experienced this ? So done with all of this madness."
NothinforNothin,2020-02-23T22:37+00:00,Memory Loss,Hi all....I've had memory loss for over a year since peri hit. I recently started Lexapro hoping this helps. Any one in this position for a long time and their memories returned. It's scaring the crap out of me. Thanks so much.
Lkl2019,2020-02-23T19:34+00:00,Accupuncture,"hi everyone, I wish I had something positive to share. On better days and moments I think about the meno boards and how one day I.m gonna be able to come back and help others. unfortunately I fear I.m a far way from that. Last week I had some terrible anxiety, dizziness and heat before my period. I literally used ice packs 2 nights before it started. The relief was awesome once it started but it never lasts but a day or two and I.m right back to a hot, anxious mess. I.m on BHRT and it helps but sometimes my boobs are really full, have bloat and it is no cure. I saw accupuncturist yesterday and it was quite an experience. She doesnt believe in HRT due to, all the hormones in our food already and wants me to go vegan. I eat pretty well, but I eat a lot of chicken. Because my symptoms are so severe and I still question whether I.m dying of something else, then I feel guilty foe not trying everything possible to help myself. But I dont know how realistic it is and food is one of my few joys these days. She brought up my liver and spleen with some of my symptoms and now I feel like I have a failing organ or will get cancer if I dont change my diet which mostly already consists of fruits, vegetables, rice and chicken. I do indulge sometimes with a little cheese and chocolate which are cravings since peri but I do eat pretty clean, just not vegan clean. She also believes that trauma contributes to our illnesses and wants me to work thru some of that which I.m totally on board with but with just surviving thru the day at this point so anything more is really draining. The session didnt really help physically with anything that I can tell. I.m also taking herbs and so will see of that makes a diff. i will go back for a few more sessions tho its not cheap but I want to really try all possible to help myself. When I did it years ago I got emotional then as well.just It seems to be a form of spiritual release for me, just too bad I cant afford it weekly and am not ready to make the lifestyle changes that should come with it."
sharcerv52408,2020-02-23T19:28+00:00,Back Spasm,Has anyone else experienced this random back spasm that comes out of nowhere? I was getting ready for church this morning and wasn't doing anything strenuous when all of a sudden I got this sensation in my back. The pain is right below the shoulder blades and sometimes moves to the left side under my breast at the level of my ribs. I've heard that costochronditis is common during Menopause. That's what this feels like. There's always something to mess with you in menopause. Ugh!
sally15609,2019-08-24T01:00+00:00,"Legs feel weird when i walk, cannot stand too long, hip and back pain HELP I AM SCARED",Ladies please help. Today has been a very bad day. My legs feel off. Heavy and hard to explain when i walk. My hips are painful with bad back pain. I have been taking breaks when i walk. This is the first time feeling this and then panic sets in. I couldn't even stand in the shower. Is this hormones or is it something else. I am freaking out.PLEASE HELP ANYONE
lisa17089,2020-02-20T23:43+00:00,Health anxiety,hi does anyone suffer from brisk reflexes??
Kadija1966,2020-02-22T15:52+00:00,"Sinus dripping, headaches, difficulty swallowing.","Hi Ladies, another set of symptoms for the weekend, so depressing. Suffering from sinus dripping, neck and head pains, I sometimes lose my reflex to swallow, have burning tongue, left breast pains, right breast has milder pains, not sure how to deal with all this, luckily there is this forum to help us all. Feels like I'm losing it. Hope all this will pass soon."
kylie01267,2020-02-22T23:28+00:00,Heavy Periods?,Do any of you lovely ladies experience heavy periods and clotting? My periods are all over the place. Sometimes just spotting other times very heavy with large clots. I have always had trouble with my cycle since I was a teenager and have had numerous abdominal ultrasounds ans transvaginal ultrasounds to show nothing
maddysmom2015,2020-02-23T01:06+00:00,Peri Facial Flushing or Contact Dermatitis?,"Hello Ladies! At 53 I finally missed my first period last month! However, I have been having facial flushing and mouth burning for the past week. It seemed to come on suddenly. Dr. Google has me dying of multiple diseases. (Thanks, health anxiety!) The flushing is WAY worse after I wash my face. But it can flare after a bowel movement. So of course I think I am dying of a GI ailment. Anyone else dealing with this? Any suggestions? I'm pretty desperate. Thanks to all of you who have kept me sane for the last 4 years! Love you all!"
Shana_P,2019-08-24T17:35+00:00,Burning/Tingling Extremities All the Time.,"Hello Ladies, I have asked this before about the Burning/Tingling Extremities but I wanted to know if it's all the time with anybody out there? My hasn't let up at all...Been Checked out 100's of Times By Multiple Neurologists/Neuro Opthalmologist... Pathologists, Endocrinologists, Naturopathic Drs..Etc....Please let me know if you get these symptoms..Thank You Ladies😊"
tamsin00119,2020-02-19T14:11+00:00,Totally exhausted from anxiety,Hi ladies I need a bit of encouragement here. Last night was terrible for me. I only fell asleep after 12pm sometime... just to be woken up with a feeling of dread... then I feel my legs feel numb and my body is on fire!! I get up as I hope it will go away... but it does not let up... then I start thinking and my mind tells me ... you have MS!! oh my word then my anxiety levels just skyrocketed through the roof... I was not able to fall asleep again at all... on getting up at 6am this morning I had the shivers and was still terribly anxious and my tummy had to go out... and sorry to say this on forum but my pooh smelled like amonia. What the heck?? My legs still feel numb... let's up slightly now and again...Anybody else ever had such an experience... ? Any input would.be most appreciated.. Tams
dora_39625,2018-04-13T20:45+00:00,Perimenopause and weakness,"Hi ladies.. . I've read so much on perimenopause and all the symptoms that women experience. Weakness seems to be quite a common one. Does anyone experience this and what does it feel like? I think I get it, but it's an odd feeling. Goes all through the body and down to legs. I often describe it to friends as 'I just don't feel right' feeling and makes me feel light and almost not with it. I sometimes can't even move when I have it and just want to sit there or lay down and not speak. Almost kind of afraid that something bad is happening. It really is odd. Would love to hear other experiences. Thanks"
jennifer98326,2020-02-20T20:51+00:00,Pain and numbness in hands after going off birth control?,"Hello all! Here's what's going on with me: just turned 47 in February. About a month and a half ago, I decided to stop taking my birth control after being on it since I was 20. Then, about 2 1/2 weeks ago, I woke up and my hands were so stiff and so painful, I couldn't make a fist! I also had numbness and tingling anytime I raised them, like when I brushed my teeth or tried to dry my hair. My grip seemed weak as well. This has continued for the past 2 1/2 weeks where getting ready in the morning is awful! Even driving with hands on steering wheel is awful! I thought it might be carpal tunnel syndrome, but why would that suddenly hit overnight and in both hands?! Then my joints began to hurt more--I have a slight history with arthritis in my right thumb and in my left knee, but now I feel the pain in my elbows, my wrists, and my feet! Also, more joint popping noise! After reading several posts on this forum, I'm pretty sure this is due to stopping the pill and my estrogen levels dropping. I just refilled my prescription and I'm praying that once I start the pill again, these symptoms will go away! Anyone else experience these symptoms after going off the pill? Thanks in advance! It would ease my mind a bit--all kinds of diseases go through your head at night!"
carly54939,2020-02-20T13:02+00:00,35 and on HRT...,"Hi lovely ladies, I'm 35 and was told this week that after months of ongoing bloods and terrible symtoms i am definitely in early menopause and have been started on HRT. I'm currently feeling so awful so am crossing everything that the tablets work and some girl power on here will help! The tiredness is almost too much to handle, does anyone have any secret tips to help with that? I've worked really hard to combat the insomnia but the daytime exhaustion is another level. Also did anyone go through it this early, also how long did it take for the HRT to settle? I feel like I've only just recovered from 9 months of Hyperemesis with my two year old....me and hormones iust aren't friends!"
kylie01267,2020-02-19T22:49+00:00,Health Anxiety is driving me nuts,"I have had so many weird and odd symptoms and I have a habit of googling, which I think is the worst thing to do!! I'm 47 and have had trouble with my periods since my teens. Lately they seem to be very erratic, then I can miss a couple then have large clotting. Sorry if that's too much info. I have period pain almost daily and I have had that for years. Have had many ultrasounds to show nothing.My joints have started to ache and its an effort to get out of bed each morning. My head feels weird, I feel like sometimes I could pass out. Sometimes I have trouble taking deep breaths. I have ringing in my ears and an odd whooshing sound. This is mainly at night and I have woken on the occasion to a really weird off balance feeling even though I'm laying down. It's very hard to explain. I have also started to get reflux and a bit of nausea and I have also been diagnosed with Burning Mouth Syndrome which has flared up lately. This seems like I'm complaining(in a way I am haha) I just feel very alone and I feel others think I'm a hypochondriac but these symptoms are very real. Anyone else have the same symptoms as me?"
jane66356,2020-02-20T15:18+00:00,Not again!,"Ok...I just want to complain. I thought the last period might have ""been it"" being it lasted 3 weeks. I just got my period again yesterday after 88 days. I could have screamed. I'm now 53. Just want it TO END!! Enough already. I can only pray this one doesn't last 3 weeks. AAAAArgh!"
Kadija1966,2020-02-14T15:47+00:00,"Dry burning mouth, chest, ribs, arm pain..","Another set of symptoms today, a nice welcome for valentines day. Since last night I'm suffering from dry burning mouth. Flu like symptoms of congestion chest, My arms and ribs are painful, didn't sleep much last night. I Don't even feel like eating today. Feeling anxious, kind of depressed really. It's so so difficult to face this perimenopause. Last week I spoke to a young lady doctor, she says her mum is suffering from this menopause too. She tells me it's all real and it's our hormones and changes that our body is fighting against. I pray all this will soon pass and we will have our health back."
beverley_c69016,2020-02-20T07:56+00:00,Livail hrt,hi looking for advice I have been on livial HRT for 4 year now.inwas wondering if I can take vitamins with it like magnesium evening primrose ect
hopeforever,2020-02-19T01:54+00:00,Sore throat,Hello ladies. For the past 3 days i have a sore throat. I am not feeling sick at all just a sore throat. My glands sore also my jaw. Has anyone had this. Is this a part of peri and meno ? Thank you.
jill05006,2019-09-23T17:23+00:00,scared and anxiety through the roof,I'm so scared and anxious .I'm 53 and scared I'll die soon It's really eating me up inside I don't want to leave my partner I really wish I'll met him early on so that I would be with him for longer I'm so sad I try and stifle these feelings but their always there and it really hits me in the evenings I wish my mind would stop torturing me Does anyone else feel like this
sarah05599,2020-02-18T17:29+00:00,FSH levels,"Hi ladies, ive been to see my doc today and told me my FSH levels are 76 should be 26 so raised so im basically headed to meno but peri or actual meno? what do these FSH levels mean? Any ladies that could explain things to me would be a great help."
tamsin00119,2020-02-18T17:17+00:00,HRT,"Hi Ladies I absolutely love this forum... it keeps sane... have been battling various symptoms and a new one popped up today! Dizzy!! I want to ask you girls that are on HRT to let me know what are you on, did it help, how long have you been on it, what were your symptoms and which symptoms all was relieved by your HRT, did you experience any side effects of the meds, were you considered risk free case and if you still have your womb... I am considering HRT but am rather scared to start. Any input would be appreciated Tams"
NothinforNothin,2019-11-16T23:46+00:00,Dizziness,"Can anyone please, tell me this dizziness ends! Are you taking any supplements that are helping for this? I'm good sitting home but, as soon as I'm in a car or walking around whoa! It's hell. I'm not a drinker at all and I had a glass of wine tonight. I can't take it anymore it's the worst. 9 months of this! Has it eventually stopped for anyone? How long did it take? I added some iron supplements but, don't see much of a difference yet. They say sleep helps. I feel like I just have to wait each day to sleep until I sleep this off and it stops!!!!"
charlotte57631,2020-02-17T21:05+00:00,Vitamin B12,Hello ladies..do anyone take vitamin B12 and how much is recommended daily..I read it helps out alittle..Thanks
Beverlys1,2020-02-17T16:11+00:00,Low grade fever for month and a half from peri/meno,"Do any of you girls get a low grade fever under 99.5??? Or am I misconstruing this symptom because my skin will feel very hot and then the slight fever also could feel like crawly skin which is always mentioned in our 66 symptoms from Janie,, this has really got me baffled it will go from the norm 98.6 and go up and down all day to 99.5 sometimes alittle higher my breast are extremely swollen so I no the hormones are flaring and Im like the rest of us on our forum my symptoms have been off the charts... Oh of course when I went to the doctor he told me this was not a fever,,, also have sever allergies and ear pain with no infection so he says no infection ether! Is this really a fever or meno??? looking for your expertise and experiances if you have any??? hugs to you all xxxx I ALSO HAVE 24/7 ringing in my ears now which is a new symptom!!!"
