Author,Datetime,Title,Content
lori93950,2018-06-20T21:17+00:00,Medical marijuana and menopause,I’ve been taking edibles now for a while to sleep and have had great success and if I wake up in the middle of the night I’ll eat a little of the chocolate to fall back asleep.  However I think taking it whilst going through menopause is perhaps making me worse! Took some at 5.30am as didn’t want to get up so early and have been dizzy faint and panicky all day ? So now I’m seeing that it may be making me worse ? If anybody has thoughts or opinions on this would be interested to know if anybody has had the same experience .
shawnalb,2018-06-20T01:56+00:00,does anyone else seem to bruise easily in peri?,i cant recall when i even get the ones i do.  i read ita loss of estrogen.  anyone here in medical field able to confirm this or anyone else also have this as a symptom as well as ringing ears and back stiffness
samantha42264,2017-10-02T22:38+00:00,Medical marijuana help?,"First off I'll say I am having a terrible time through perimenopause. I've had extreme anxiety, mood swings, from crying to rage and insomnia. I have tried every natural remedie, vitamins, diets, lots of excercise, even tried antidepressants and anxiety pills, nothing worked, actually the antidepressants made things worse and my doctors remedie to that is to try the red kind of antidepressants. A friend suggested medicaL marijuana, for many reasons I delayed trying it for a couple years. Last week I gave in as my anxiety was through the roof and I needed sleep. It's only been a week and I have slept way better the last week than I have in a few years, and my anxiety is controlled, just having sleep has brightened my mood. I did research it's uses for menopause symptoms I'm not using enough to be high as a kite, just enough to take the edge off and still function. It's only been a week so will continue seeing if it works through my cycle. I realize it may not be legal everywheres but it's a thought. Has anyone else tried this?"
lori93950,2018-06-20T17:24+00:00,HRT success stories ???,Been on BHRT for almost 3 weeks although has taken away the crippling fatigue it’s done nothing for my dizziness and that scared anxious out of body feeling  Would love to hear GOOD success stories with HRT as about to change . I’m delirious regarding all this ... uneducated up to now did not realize it was going to be so bad . It’s limiting my life !!!!
gilly_64426,2018-06-20T21:44+00:00,My Perimenapause symptoms,"Hi ladies Here is my list of symptoms -cannot sleep -gualbladder -feeling dizzy -brain fog -overwhelming feeling of tiredness -awful taste in my mouth -anxiety especially when arrested -heart racing due to anxiety -low sex drive -pain in my lower back -electric shock feeling in fingers -lazy leg -blurred vision sometimes -left breast pain -left shoulder pain -hair loss(thank goodness I'm mixed so I can change my hair styles up )😉 -aching points on my legs and arms and if touched my skins bruises --feeling like something is sitting over my left breast (a heaviness) - doom and always thing the worst thing to happen to me( can't watch movies with blood scenes or hear about someone passed away, or pass churches -can't find time to exercise bit want to -don't want to go out and socialize - no longer a nice person, I can't tolerate others and my temper is short -in also abrupt with my kids and husband and annoyed when they ask me to do thing -------------------------------------- I think that's it for now, feel free to add to my list"
DearDoe,2018-06-21T05:06+00:00,Flaming Nipples!,"Anyone else have this.problem? Oh my gosh....for about a week now my nipples, especially my left, are so tender and painful. Air hurts. Holding my grandson is almost impossible. I have big breasts so itd very hard to even carry books (I own a bookstore) and work because they if they touch my chest....OUCH! I am 46 and I.think I have been in perimenapause for 6 or 7 years. I am about a week aways from my period. I still have regular periods but they have become so heavy for last year or 2 I cant leave the house for 2 days. I also now have spotting for the last 8 months or so at ovulation time. This nipple thing is so painful I am sitting her with an ice pack. I would have sensitive, sore breasts sometimes beforw my periods and once or twice I have had extremely sore breasts in the last couple years. Do you guys wvwr have this?"
lori93950,2018-06-12T16:15+00:00,Has anybody tried a low dose contraceptive for Peri ? Can’t stand this fatigue anymore !!,Wondering if this would work I can’t stand this fatigue anymore ! I guess I’m in he 20% and going through this really really bad . Cannot make plans .. hard to drive ... can’t take it anymore ! Dr tried to put me on antidepressants Zoloft but it was awful ... side effects etc .
Bassilli,2018-06-20T19:59+00:00,Stress,"Ladies, Do you feel stress makes the bleeding and clots much worse?"
thehotgirl,2018-06-16T23:51+00:00,"Not to be dramatic, but...","I am so happy to find you guys.  I feel like you're my people!  I am dying from menopause, or at least I think I am.  Here's my story, as brief as I can manage.  Six months ago I had my neurotransmitters checked because I was having increasing insomnia and the Bhrt I tried seemed to make my anxiety skyrocket.  Five months ago,I went from New Year's Day until the 11th sleeping an average of 2-3 hours a night.  Some nights not at all.  It was an absolute nightmare.  The weirdest thing was, I wasn't tired even during the day.  I was revved up constantly.  My neurotransmitter testing showed I was super high in adrenaline and low in GABA and Serotonin (among others things,but those are the main ones)  After 11 days, I told my dh I couldn't do anohter night.  I either had to get to the doctor or I'd be going to the ER that night.  No way could I stay awake another night, I was melting down.  Finally got to the doctor and got prescriptions for Remeron and Ativan (both of which I've taken successfully several years ago)  That night, I slept 7 hours.  I was absolutely *terrified* to take them, but I did and it worked fine.  The weird thing is, instead of being exhausted the next day (which is common after starting Remeron) I was fine.  Like nothing was happening.  Clearly I was burning that stuff off with ease.  As the weeks passed I got good, reliable sleep, but I didn't wnat to be on anything.  Got sent to the therapist to learn some new behaviors (has really worked, imo), went off the Remeron after 3 months. Take the Ativan every third day or so. Everything was working fine, but the anxiety started back up for real last weekend.  I have done a ton of research on this and I completely believe it's reactive hypoglycemia. Asked my ARNP and she scoffed that menopause would cause hypoglycemia (really?  Cuz the Mayo clinic on their website says otherwise) and that hypoglycemia would cause anxiety as bad as I was having it. Really? Then how come I get anxiety whenever I eat?   I tried keto, to correct it,but my gallbladder went crazy. Spent a month with that being on the brink of trying to kill me, it has finally settled down to almost normal, praise God.  Let's see, what else.  Insomnia, anxiety, gallbladder, stiff neck and shoulders, sore tongue...  God, it never ends.  I read the sore tongue is related to gallbladder.   So, what have I tried that I can pass on?  Well, first, I have to say, I'm taking Remeron tonight as the insomnia is creeping back to the point where I fall instantly asleep, wake up in 2 hours, am awake for 2 hours, then fall back asleep for about 3 hours. Don't get me wrong, I'm utterly grateful for that broken 5 or 6 hours, given where I came from.  But I am not a person who can go without sleep. Someone's going to get hurt and it's probably not going to be me.   Okay, here's what I've had good results with.  I am slowly, carefully, with great apprehension trying to work my way up to a full dose of otc progesterone cream.  I'm not even at a quarter of a dose.  I can't tell if it's causing any problems, but I'm so scared of everything that I won't go any faster than I am.  Up until last night I did think it was working, at least on calming me down a little.  Now, I'm just not sure, so am in a holding pattern on my dosing.  For the insomnia I have the Remeron, and the Ativan, which I will try to rotate around.  HOnestly, they both work terrific for me (fingers crossed this holds) but I dont' want to take anything.  (sorry I'm rambling, just trying to get everything down)  Meditation, which I didn't think would work but it honestly does.  The blood sugar issue... berberine.  I honestly believe this is working.  I still get anxiety when I eat, but it goes away pretty quickly.  I also only eat once or twice a day because the more i eat the worse it gets.  Gallbladder.  I kid you not, beets.  I was *shocked* when the very first time I tried them my stomach was so happy it wasn't even funny.  A couple bites of beets, or a small glass of beet juice, twice a day and everything is lovely.  Problem is, while I like beets, I do not love them, and I jsut can't eat them twice a day. Just ordered some Standard Process BetaFood, which is beets in vitamin form.  Digestion in general.  Digestive enzymes, Betaine with pepsin (which is capsule hydrochloric acid), and a little gem I found called Dr Berg's gallbladder formula.  Worked really well, but now I just use the beets.  Will still use the formula though, if I eat a big meal, for instance.  I have found nothing that works on the hot flashes.  Inferno flashes more like it.  How can a person get that hot and not burst into flames?   Stiff neck and shoulders.  I have recently started working out (an optimistic term for what I do)  I have started walking/running on the treadmill (mostly walking, only a mile), I have a short yt video I do for aerobic stuff, and then I do stretching (lots of it), both on a bolster and on a yoga wheel.  I have tendinitis in my shoulder (out of the blue), which makes it difficult to sleep since I'm a side sleeper.  Started to be both shoulders (those were miserable nights) but the stretching and working out freed up one shoulder so I at least have the one side to sleep on. Again, praise God.   Oh, here's a nice bonus.  My cholesterol is so high that my ARNP is freaking out.  Suggested statins, I declined, so she put me on the berberine (same stuff for blood sugar).  Berberine works as good or better as Metformin on blood sugar (in clinical trials) and lowers cholesterol.  Bingo!  Two for one shopping.  I'm sure there are other things that I'm attributing to menopause, but honestly I can only take so much.   Click here to view image Anyway, pleased to meet you all.  I appreciate your tolerance."
anna51634,2018-06-19T22:18+00:00,47 soon feeling so depressed for the last month,"I get hot flashes and barely sleep, haven’t got menstration for three months and I’m anxious."
salzzone,2018-06-20T05:44+00:00,Feeling faint at night,"I’ve been having frightening symptoms of feeling faint and passed out completely on one occasion. I do have low blood pressure and understand that menopause can make this even lower. I am 49 and have had this for two years now, it’s getting worse. Dizziness when driving, and have had to pull over, followed by feeling hot and weak.    Several times I have woken at night feeling faint and dizzy, head pounding, this is extremely frightening. I am fit and well and look after myself, these symptoms are very frustrating, frightening and debilitating. I would like to know if anyone has had the same please? I have the other usual meno symptoms of hair thinning, facial hair, flushes at night and irregular  periods. But the fainting is frightening."
lori93950,2018-06-21T02:45+00:00,Climara Pro going to give it a try.... so desperate !!,Been on BHRT for 3 weeks and apart from stopping sweating hot flashes ( which doesn’t really bother me ) I’ve had no results. It’s 6.30pm and ready for bed dizzy pale and exhausted . I’m like a prisoner at home due to the fatigue and dizziness .  Praying this works I’ll be 52 in less than 2 weeks and if I am in bed by 8pm on my birthday I’ll be pretty down . Any comments greatly appreciated you wonderful strong beautiful ladies !
Aberzerk72,2017-10-18T14:38+00:00,Perimenopause and tendon issues???,"This year I turned 45 and Peri went full blast hard and is destroying me!!! I developed tendonitis in my elbow and now have tendonitis in my ankle. I always worked out hard, so I was assuming my ligaments tendons were strong!  My muscle and bones are great they say and I only have some minor arthritis in my big toe and ac joint. Sometimes I’m sitting around and feel a pinched nerve feeling, my neck goes stiff, also maybe some joint pain . I have reduced my exercise down 50% and feel really paranoid Im gonna keep hurting myself.  Does anyone have this! Do you think lack estrogen is causing my symptoms????"
karen27659,2018-06-19T07:09+00:00,No sense in being here anymore.,"I am 60 years old.  I got cancer at 59.  I had a total hysterectomy about 5 full months ago.  They took out all my organs.  Uterus had cancer, fallopian tubes on both sides, both ovaries and cervix.  I cant take hormones because I had cancer of the endometrium.  So here I sit not feeling like a woman.  I don't know what I feel like.  I am suffering from the loss of my organs and have hot flashes and migraine headaches that make it impossible to function,  I haven't had a good nights sleep in over 6 months.  My husband is a jerk.  He talks mean to me and pretends that the cancer meant nothing.  I had to have a 6 month cheekup today and was so upset I took 5 tranquilizers just to get in the door.  Now I am thinking about taking the rest of the bottle.  My mother is also depressed.  She is deaf and 92. She wants to kill herself and I am worried about her.  If she does, then I will too.  What is the sense of being here?"
dora_39625,2018-06-18T22:08+00:00,Perimenopause and weird feeling,"Do any of you ladies ever experience what I can only describe as being a 'weird' feeling? Where i feel not quite right. When it hits I become all quiet and can't even speak, eat or move. I tend to retreat and let it pass if I can. It's such an odd feeling! I can't believe hormones are responsible for these odd feelings.."
maria04566,2017-08-30T21:39+00:00,Thickening of the Uterus Lining to 9mm,"I'm 50 years old in Menopause with no bleeding or any sort of pain.   I went to do my regular annual papsmere and the Dr. recommended that I go in for a pelvic ultrasound,  etc.   I did in April, 2017 and they found my uterus lining to be 7mm thick.  I then went back in July and it had grown to 9mm.  My doctor is now recommending a hysteroscopy with dialation and curettage.  I am terrified and hope it's not cancerous.  Like I said before,  I have not been bleeding nor have I had any pain.  Has anyone had this procedure done and how did it go?"
yasmin49092,2018-06-20T11:14+00:00,Menopause,Hi u wonderful ladies who have all been a godsend on this forum so bloods are back everything ok except hormone levels through the roof. Doc to has said defo menopausal for at least 3 years now as this was when it all started. Don't no where my heads at with it all right now I keep crying knowing I'm getti old I have now develops escema all over my legs because of he hormone imbalance. She has given me a prescription for hrt but unsure to get it any advice plz ladies xx
Bassilli,2018-06-15T21:45+00:00,Cold,"Do any of you have times when you are freezing when it's not really even cold. I have been having these daily and it seems they happen then a few hours later, I have a gush and clots."
paulahove24,2018-06-19T10:00+00:00,Aches and pains,"I ve been on here Several times asking about various things!  Does anyone else get random pains in their shoulders, legs and arms etc.? Plus sudden bouts of dizziness?  Not a good day for me today!!!"
lynne1972,2018-06-19T16:32+00:00,Menopause anxiety,Hello i am 45 and i am on my 2nd month of not having a period. I dont have any symptoms of menopause just wondered if anyone has had this. I am fit and healthy dont snoke or drink
colleen90305,2016-09-03T18:50+00:00,End of perimenopause,"Does anybody know if there is anyway of knowing when perimenopause is close to the end, and menopause is getting closer? I know that absent periods for a year means one has entered menopause but I ask because my periods are light, and my mental symptoms have worsened over the past yr. I'm wondering if this may mean I'm getting closer to the end of this nightmare"
lori93950,2018-06-16T21:51+00:00,Dizzy dizzy dizzy,Ok so I’m trying to get used to the fatigue but this dizziness is debilitating !!! Can’t stand it anymore !!! I still try to do my run but it’s tough and uncomfortable love to hear from anybody else going through menopause that has this and is suffering too ! I started on the bio identicals 2 weeks ago and wonder if it’s making things worse ????? Help!!
gilly_64426,2018-06-19T01:04+00:00,Breast tenderness,"Hi ladies, How often do your breast feel tender thru perimenapause, I'm trying find out if I'm only one or other ladies similar issues, recently my breast just started to hurt on my left side and my left arm was aching me to the point I could not lift it above my head, anyone else with these pains?"
Louise4586,2018-06-18T16:42+00:00,DIzzyness,"Hello, I am new to this forum and have never posted  before on anything.  I am 45 next month amd have been suffering with an off balance feeling for over 2 years. The world doesn’t spin, it feels like I am on a boat. I do feel lightheaded and like I am going to pass out at times . The feeling did come and go but is now constant each day (some days it is worse than others) I have been tonthe doctors so many times, had mri scans, bloods done and all is ok.  I am now starting to think it is my hormones, my periods have started to change - heavy and more frequent. I have headaches, morning nausea, achy legs, feeling hot. Could the off balance feeling be my hormones - I have read lots on these chats to suggest it may be. The only thing I haven’t read is how do I stop it. HRT, the pill - I would take anything. Need off this merry go round.  Thank you in advance if anyone can help me xxx"
gilly_64426,2018-06-18T22:57+00:00,Hoarding or cleaning,"So I found myself cleaning more lately, but I also understand why some women start hoarding at this age, you are afraid to let go of anything and that how we start to hoard, I'm cleaning but can't seem to finish my cleaning, and I found all of a sudden I'm very superstitious, anyone else for this experience?"
kim35797,2018-06-17T15:56+00:00,peri or keto,hi everyone i have experienced low back pain and feels like it travels down my legs .Its very confusing as i do not know if its peri or my keto diet that im on .I have Been on Keto diet for a week now had headaches and diariah also my period is late so once again is it my hormones causing this .Has any of you experienced any of these symptons at all .Hate looking up on internet as it freeks me out .Thanks would like to hear from you ladies .
Guest,2018-06-18T18:51+00:00,Purple spots and thin skin,"This happens only on my left arm so far (always the left side!), if I bump it or scratch it I all get purple spots. I’ll also bleed easily. Someone asked me if I was on blood thinners! No! What is this???"
Bassilli,2018-06-18T12:30+00:00,Hurting,I woke up during the night with a sharp pain in the pelvic area and into my back rib area. Went back to sleep. When I woke again I had soaked a light flo pad and had several sorta large clots then nothing for remainder of night. Still having some slight pain and now spotting. I have been having gushes and clots for last few months. Has anyone else experienced anything like this with the pain and bleeding.
shawnalb,2018-06-18T23:58+00:00,back tension,i am having more tension in back  rib cage or lower back some days and ive read hormones do this too?  anyone else.  geeze this crap is ridiculous !! i was sorr sore amd stiff this am going to work i didnt know how i would make it.
teri76755,2018-06-18T14:25+00:00,Adrenaline surges?,"Is anyone else experiencing adrenaline surges? They are so scary! I had a super busy weekend with a big graduation party for my daughter on Saturday. On Sunday night, after all the party cleanup was over and I was resting, my heart rate went crazy. Shot up to 120 and pounded for about 3 hours. It felt like a constant rush of adrenaline. Is this typical of menopause?"
Rhino2015,2018-06-17T08:35+00:00,Menopause and elbow pain,"Been on Livial Tiberlone for some 3 years. Immensely helped my sadness and anxiety, night sweats, hot flushes and libido. Suddenly my elbows have become so painful, almost unable to lift hair dryer, or a pan to pour into another. My thumb joints have been sore for some time but managed to ignore to date. Love any advice please?  Thank you 🙏"
Edell7329,2018-06-17T23:13+00:00,Head pressure,"Here I am again, does anyone have head pressure when they bend down and sometimes when i cough. Sometimes my jaw feels tense too.Can't deal with this anymore. Constantly think something terrible is wrong with me. Been to many doctors. Had many tests including a CT scan of the brain. All good. Thank the good Lord! I'm so down from not feeling right or normal for a year and a half."
sandra87208,2018-06-15T22:04+00:00,No period for 5 years,I have had no periods for 5 years and all the symptoms of menopause and last week I've started bleeding again what does this mean. The docs said I was gone through the menopause. I started menopause at 39 years old. I'm really confused help
lori93950,2018-06-18T02:41+00:00,Giving up on BHRT and going to HRT,after being very naughty and actually going out Saturday night .. one drink and home by 10.30 pm I am shot today . By 4.30 pm I was ready for bed ! This is no life ! I’m not waiting 3months for the BHRT to work that’ll be bloody winter and going to bed whilst it’s still light out is embarrassing. So getting my HRT prescription tomorrow . What I’ve read on here most women say it starts working right away and after pulling 2 tarot cards ( yes I’m now resigned to this) I’m going to give it a go . In this day and age when men can get Viagra and have immediate results .... WE have to wait 3 months ? My mood has lifted a little with the BHRT but I’m nowhere near normal and getting so fed up !  Any input greatly appreciated !
junieju,2018-06-16T13:41+00:00,Hrt age,Hi Is it ever to late to start hrt? Thanks Junie
debore,2018-06-17T22:23+00:00,Are my symptoms still Menopause,my period never really didn’t return after the birth of my 2nd bAby (aged 43). A blood test several months later indicated a very low oestrogen. I have had menopause symptoms coming and going since then. Have tried hrt with no great results.  I am now 58 and menopause symptoms seem to be hitting me with a vengeance!  Although many symptoms could also be put in the anxiety basket also. i am wondering if menopause can go on for this long or should I put it in the done and dusted basket and address the possible anxiety/depression?
caroline62395,2018-06-17T16:19+00:00,Anxiety,"Hi ladies, I have just had a weekend away with a group of friends and everything was ok until this morning when we all went for breakfast,I had a slight headache and it just escalated to a full blown anxiety attack. I started feeling sick, convinced myself I was having a brain haemorrhage and had to leave before my food arrived. I now have a horrible head feeling , burning skin on my face and ringing in my ears. I really do not know how to handle this. Does anyone have any tips for when health anxiety strikes? x"
Sassyr12a,2018-06-17T17:17+00:00,"Help, can you relate?","Hello ladies I'm hoping you can help if you have experience. I've been on bhrt for 3 months and much better than I was. Had bloods last week and the levels are good but unfortunately I still am struggling with anxiety which I've had for years. Now that the Hrt is good my doctor prescribed amitriptyline 10mg to help with sleep and anxiety. First day or so I felt great, but the last 2 days im having bowts of nervousness, really dry mouth, tense limbs and a feeling of being a bit frantic. I have tried antidepressants before, but always chickened out in the early stages when you feel worse..... Having just come through months of hell I'm not sure whether to push on because this is usual, or run far far away from the tablet but still be left not feeling quite myself. I'm hoping you can help me xx"
lori93950,2018-06-16T23:01+00:00,Wishing the days away until I feel better. No life !!,Wow this is no way to live ! I’m either extremely fatigued or extremely dizzy or both !!!  Have no life ! Had to leave neighbors bbq due to feeling so terrible ... light headed . On BHRT 2 weeks  and wondered if making this worse ? How can we live  just wishing the days weeks months go by until we all feel better . It’s a crime !!!  I HATE IT !! If we had bloody education regarding this change early on we could at least prepare ! Get hormones sorted before they go crazy . I mean really women have to give up their jobs !!! This condition needs more attention and press.
evi75119,2018-06-17T21:26+00:00,Burning waistline,Hello for one more time.... Is burning sensation on waistline a symptom of peri? It is radiating down the back of my hips... I am reading the posts for  a long time but no lady has referred this symptom. It is one of my worst symptoms.
karen96096,2018-06-17T11:45+00:00,Dizzy,Hi all you lovely ladies a bit of reassurance please. Just had a really bad dizzy smell haven't had one like that for a few years and it's scared me. I suffer with health anxiety to do I'm thinking alerts again. Please advice me. Thank you xxx
lori93950,2018-06-15T19:11+00:00,How long for BHRT to start working ???,Been in the BHRT for 2 weeks now and have had some ok days with some terrible days too.  How long should I give it before giving up ?
angela33631,2018-06-13T08:14+00:00,Can anyone relate to this symptom.,I have been suffering from back shoulder and neck pain. Occasionally around the ribs. This is worse in the morning when I wake. Feel as if I havnt slept well. Then come these feelings like adrenalin starting in my stomach. It moves up my upper body like a wave finishing in my arms. This only happens for around an hour after waking. It's the weirdest thing. Health Anxiety is a huge menopause symptom for me so like lots of you we think our symptoms are something serious.
sarah05599,2018-06-15T22:05+00:00,Anti depressants grrrr,"It makes me so mad when docs just want to chuck anti depressants at us it's like when I was at school back in the 80s and the nurse thought paracetamol was the cure all, now it's anti depressants. I know for some people it's worked for them but seems from what I've read they just cause more problems specialy for the many different symptoms from peri, what do you lovely ladies on here think?"
grace50455,2018-06-14T19:23+00:00,Joint pain,"I have been experiencing joint pain for a while, I now have swelling in my thumb and my pinkie finger.. I am afraid to go the Dr. My body aches all over  and I feel anxious all the time , I don't know if this is just  a part of menopause or should I get medical treatment?  I have read about rheumatoid arthritis and how it causes joint pain and swelling in fingers ... has any one else  had issues with this and what can you advise?"
juanita93228,2018-06-14T14:17+00:00,The mind goes wild during menopause!!!! Need to talk!,"Does anyone feel like they just want to run away? My job and my coworkers are getting on my nerves(I don't like my job, but I like my coworkers). I'm also feeling paranoid like I might get fired(I know this is not true). I feel worthless like life is passing me by. ?Also does anyone feel like they are going insane or dying?  I try to help myself by praying, exercising, drinking plenty of water, taking a multivitamin, garlic oil, fish oil, D3 and I'm going to start taking turmeric, it's supposed to help with a lot of things but I want to take it because it is a anti inflammatory and also helps with anxiety(I hope to be able to get off the antidepressant). Click here to view image"
mauiblue,2018-03-28T05:23+00:00,Work Kids Menopause,"I will start by saying that this forum of ladies has been sooo supportive and awesome. I am wondering how you all manage working full time, taking care of kids and dealing with the overwhelming ravages of menopause successfully?  Everyday i wake up and have to talk myself out of the ominous surges inside my chest, then juts soldier through the day. Im not even living sometimes, its just literally soldering, limping, managing, coping through the day. In the evening it seems to subside a bit but not much. How long can I keep this up i wonder to myself.. Perimenopause was miserable and conufsing, but entering into menopause has been much much more difficult. Complete transformation in my life.  I do not socialize anymore unless im in the public and faking it, i go to work, take care of kids as well as i can possibly, we are close so in a way its harder because they see whats happened to me, makes me even more heartbroken.  Im a single mom so its all on me, no family where we are, and no father in the picture. I am always amazed at the end of the day that i made it again. How can i be optimistic that it will end soon when it may not end soon?"
mary27278,2018-06-16T02:50+00:00,Desperate For Help!,"I'm been dealing with frequent urination, burning, irritation and discomfort for two weeks now and it is driving me up the walls. The irritation seem to be coming from the external not internal except for the uretha. I have the urge to urinate all the time and when i release it burns like crazy! At first I started only with frequent urination until I ate some cake and other sweets seem to trigger the burning, and worsen it. I've looked and looked to see where is this severe discomfort coming from. It seem to be in the tissue or skin of the outer labia, the whole outer area including the urethra. There seem to be thinning and no elastic of the labia. Sorry if this is TMI but i really dont know what to do anymore and i hope its nothing serious. I've had the irritation before on and off but never to this degree. Last time I used the estrogen cream and it helped but this time nothing seem to work. I read about atrophy, could this be it?I have tried everything from otc uti kit, it was negative, drinking cranberry juice, yeast cream and suppositories, probiotics (the cream and probiotics seem to help a bit) , biest and bhrt progesterone, soaking in baking soda, drinking baking soda, vmagic cream, etc. The yeast suppositories burned like crazy! I dont know what else to do. I have an appt to my gyn on Monday, it was scheduled on this past Monday so in the meantime, I had to endure another week of misery along with my other symptoms. I wished this on no one, because this is misery. If only I had something to knock me out to escape the misery!😭 Does anyone know anything that I can do besides whats been done already? Do you think this is serious? With the estrogen last time it helped but it was premarin and this time its BHRT. I stopped the biodentical estrogen and progesterone because I noticed the symptoms seem to worsen with the progesterone and with estrogen didnt really notice any difference with it ( bhrt) like i did last time."
evi75119,2018-06-14T18:53+00:00,Formication on my scalp,I am on 10 day of my cycle and I have noticed that this time every month I am experiencing horrible scalp formication...It is like bees biting my head...like needles I cannot describe it exactly This symptom is  horrible...God help me...I am going crazy
Guest,2018-06-14T12:47+00:00,Panic Attack Fear,"Hi All I had a panic attack some years ago and feel I have never fully recovered from this.  I am seeking some reassurance that this is because of the peri/menopause and not me just been scared.  I am going to see my GP today and speak to them about how I feel.  I cry all the time, feel fearful all the time and am so tired with not sleeping properly.  I also have hot sweats.  I have lost all my confidence and I feel I cannot give my family what they deserve because of the way I feel.  I don't know how much more I can take of feeling like this, I did tell my partner this morning that if this does not stop soon I don't know what I will do.  I told my partner this and he said he can't take it no more and to get help.   Does anyone else feel like I do or is this just all in my head? xx"
pam90720,2018-06-15T20:03+00:00,I can wake up from a nap..,"Or even during the night,  and my body feels like it's vibrating and I'm stiff as a board!  What the heck ?  Can anyone relate?  Argh... no wonder I'm so dang tired in the mornings and feel like I got hit by a truck!"
trinity03,2018-06-15T13:12+00:00,Tooth sensitivity,"I've been perimenopausal for at least 6 months, probably longer in retrospect. Anyway, I've had nearly every symptom known to exist but right now the one that's really bothering me is tooth pain/sensitivity. I had a filling done a couple years ago and now during the week before my period, that tooth becomes so sensitive to hot and cold that it's ridiculous. Anyone else?"
Guest,2018-06-15T21:36+00:00,New one today!,"I’m feeling something painful under my tongue after having a delicious blueberry lemon drop martini last night. When I looked, along the flaps under there it looks like a skin tag on the left side. Of course it’s my left side, and of course when I googled it said mouth cancer. OFCOURSE! But they listed other causes, and one was menopause!!!! Add that one to the list. F Me! That’s all I can think of to say  right now, my body just keeps coming up with ways to torture me. Enough is enough already!!"
dora_39625,2018-06-14T09:32+00:00,Extreme fatigue,"Hi all, I'm really struggling with fatigue this morning. So bad that felt as if I was going to fall asleep in the bathroom. I'm struggling to get off the couch... It's giving me a fuzzy/weird head. Is this normal perimenopause symptom?? Ant tips? Thank you"
Shatty,2018-06-14T19:54+00:00,Heart pounding in the night with sweating,For the past 4 months I've gone to sleep after only being asleep an hour I wake with pounding heart and sweating I have to jump up as it frightens me and then I get panicky it takes about 45mins to calm down or until the sweating disappears
Bassilli,2018-06-11T16:12+00:00,Making me crazy,"If this process doesn't do me in, nothing will. Am I the only one this is happening to . I will have what I call a ""gush"" Just sudden bleeding out of nowhere. I may have some light pink discharge prior. With the bleeding are clots. This doesn't last long. Maybe an hour with 4 or 5 clots, then back to almost nothing light pinkish on tissue When wiping. This may occur twice a day or be several days or up to a month in between. It is stressing me so bad."
Nettie261962,2018-06-14T22:31+00:00,Balance Issues in Menopause,Does anyone deal with balance issues on a daily basis in menopause?
Guest,2018-06-15T13:11+00:00,Changing to new gyn group and how it happened,"I've posted in some of the forum discussions about looking for a new gyn doctor and noticed that other ladies are also struggling with this.  I'd like to share a bit about my experience in case it helps anyone else. In my young adult years, I was under the care of an outstanding gyn for several years, an older man with lots of experience who was highly respected.  He passed away suddenly and I had to find someone else.  A friend recommended a woman close to my age who was accepting new patients.  It turned out that this doctor also knew my previous doctor and was taking many of his patients to help out, and she seemed compassionate, so I switched to her.  She was in a partnership at the time. Several years into seeing this second doctor, she left her partnership and went out on her own.  She was never the same after that.  I would schedule my checkups well in advance and they'd call to try to reschedule and cancel, saying that she wanted to take time off, etc., and I knew something was up.  At my last checkup with her, she displayed erratic behavior and I actually left bleeding from a routine pap test.  I never went back.  I learned later via public records that she had her license suspended as she had become addicted to painkillers.  I was too scared to go to someone else and went without gyn care for several years following. Two years ago, I had some symptoms that needed to be investigated.  I was referred by a GP to a urologist and a gyn.  The urologist was a man who knew what he was doing but had a terrible bedside manner.  He got me through what I needed from him, though.  The gyn seemed great at first and had to do surgery on me.  Unfortunately, as soon as the surgery was done, she and her staff proved to be less than supportive.  There were numerous issues, including a post-op prescription that she wrote incorrectly (this was a big mess to get fixed), paperwork for my surgery leave written incorrectly for my employer and never corrected after multiple requests to do so, and various nurses calling with lab results with different interpretations of the same tests.  They tended to call with results that they tried to interpret without her having seen the results first.  During what turned out to be my final visit with her, I tried to talk with her about my peri symptoms and she was rude and treated me like I was crazy.   Once again, I find myself without a gyn.  I am not afraid of doctors:  I've had Crohn's disease for 22 years and my GI doctor is absolutely outstanding, so I know there are people out there who care about what they do and how they do it.  I want to find a gyn doctor who will provide that level of care.  Yesterday, I received information about an OBGYN group located near where I work.  They are a comprehensive women's care group and actually provide urological and menopausal services and mammography as well.  I read some patient reviews, including one from a woman I know who is respected in our community, and they are great reviews.  I am going to give this group a try as they provide all the services I'm looking for and I do not want to go without care again.  I do not want this most recent situation to keep me from getting the care I deserve.  Maybe this time will be better.  I am trying hard to have faith that I will find a kind and trustworthy doctor.  This has been a real battle for me over many years, but I don't want to go through menopause without having this support. Thanks for listening and for all the support here.  I hope this helps someone."
angue47405,2018-06-13T17:20+00:00,Hi Liz,Hi Liz  Like me you feel old and slower promises life would be better but like me I dout it is . HRT sounded the brilliant cure but no symptoms were worse . Life and getting older doesn’t come with a manual wish it did good luck in whatever you try Liz I’m trying the herbal route but not expecting miracles 😁😁
